treatment,Y
toe,7.267537
toe,7.1171
toe,7.821984
toe,10.210866
toe,12.815001
toe,15.576159
toe,20.646416
toe,27.307414
toe,31.625035
toe,29.876072
toe,25.208329
toe,22.142854
toe,20.164118
toe,18.239271
toe,16.218324
toe,14.566359
toe,12.801529
toe,10.57461
toe,8.202643
toe,5.921686
toe,3.758534
toe,1.986818
toe,0.393981
toe,-0.762814
toe,-1.517544
toe,-2.056873
toe,-2.310445
toe,-2.534529
toe,-2.473606
toe,-2.049688
toe,-1.153651
toe,0.233065
toe,2.101031
toe,3.666625
toe,4.74154
toe,5.979765
toe,7.071894
toe,8.14112
toe,10.508298
toe,13.809383
toe,17.374969
toe,22.176534
toe,28.305239
toe,30.820758
toe,27.67954
toe,22.987098
toe,19.013461
toe,15.812368
toe,13.072765
toe,11.833941
toe,11.616294
toe,11.64698
toe,11.509865
toe,10.951975
toe,10.124496
toe,9.019045
toe,7.938442
toe,6.898854
toe,5.652396
toe,4.129313
toe,2.2359
toe,0.183069
toe,-1.807042
toe,-3.550467
toe,-4.495452
toe,-4.342769
toe,-2.534978
toe,0.074545
toe,2.458038
toe,4.449647
toe,5.812563
toe,6.606212
toe,6.196814
toe,5.068759
toe,5.513185
toe,7.630233
toe,10.681188
toe,14.84463
toe,22.13971
toe,30.484707
toe,33.033906
toe,28.236682
toe,23.01988
toe,20.167861
toe,19.044447
toe,18.058747
toe,16.899108
toe,15.864011
toe,14.900913
toe,13.502072
toe,11.477383
toe,9.032068
toe,6.478228
toe,3.938909
toe,1.88982
toe,0.276774
toe,-0.726739
toe,-1.74582
toe,-2.767295
toe,-3.471132
toe,-3.668721
toe,-3.397784
toe,-2.064058
toe,0.05284
toe,2.307152
toe,4.238885
toe,5.399721
toe,5.464686
toe,4.681814
toe,4.778812
toe,7.026987
toe,10.378667
toe,14.809454
toe,26.639353
toe,37.861068
toe,38.360429
toe,29.93505
toe,22.406156
toe,17.569414
toe,14.98414
toe,13.70011
toe,12.283007
toe,10.689272
toe,8.83373
toe,7.025341
toe,5.353467
toe,4.254303
toe,3.925437
toe,3.712729
toe,3.052452
toe,1.984872
toe,0.54816
toe,-1.143023
toe,-2.648443
toe,-2.906955
toe,-2.359094
toe,-1.29361
toe,0.527204
toe,2.668052
toe,4.806205
toe,6.817124
toe,8.308323
toe,8.685089
toe,9.014854
toe,10.555001
toe,12.996124
toe,15.505057
toe,16.994759
toe,19.793789
toe,24.956253
toe,28.956086
toe,28.023375
toe,24.104524
toe,20.851788
toe,18.632354
toe,16.347355
toe,14.101875
toe,12.027938
toe,10.438543
toe,8.937914
toe,7.151528
toe,5.1933
toe,3.306474
toe,1.530867
toe,-0.061672
toe,-0.957858
toe,-1.138233
toe,-0.939147
toe,-1.082699
toe,-1.801055
toe,-2.600542
toe,-2.982099
toe,-2.338138
toe,-0.317789
toe,2.030677
toe,4.114344
toe,6.026767
toe,7.300319
toe,7.45375
toe,7.212152
toe,8.4637
toe,11.570938
toe,15.281123
toe,19.965033
toe,27.24185
toe,34.947077
toe,36.398758
toe,29.56951
toe,23.450235
toe,18.342107
toe,13.228741
toe,9.10811
toe,8.151748
toe,9.290281
toe,9.980645
toe,10.048304
toe,9.775572
toe,9.385782
toe,8.811277
toe,7.662566
toe,5.930368
toe,3.849844
toe,1.801204
toe,-0.460592
toe,-2.662813
toe,-3.99624
toe,-4.003724
toe,-3.027903
toe,-1.531465
toe,-0.032183
toe,1.428779
toe,2.627336
toe,3.362907
toe,3.788322
toe,3.727549
toe,3.781137
toe,3.933221
toe,4.310137
toe,7.615264
toe,14.014157
toe,20.844005
toe,28.913424
toe,36.927758
toe,35.324742
toe,26.247468
toe,19.950064
toe,17.027691
toe,16.250357
toe,15.63843
toe,15.020215
toe,15.50371
toe,16.010107
toe,15.494579
toe,13.631254
toe,11.065739
toe,8.133786
toe,5.153483
toe,2.090852
toe,-0.440235
toe,-1.955983
toe,-2.957101
toe,-3.459456
toe,-3.441194
toe,-3.288362
toe,-2.939886
toe,-1.82725
toe,0.167651
toe,2.494113
toe,4.456982
toe,6.377488
toe,7.929461
toe,8.472531
toe,7.829169
toe,8.798703
toe,11.629915
toe,13.869408
toe,18.32624
toe,28.258985
toe,39.790106
toe,34.196538
toe,25.333618
toe,17.557289
toe,13.189073
toe,9.823921
toe,7.451355
toe,6.277945
toe,6.50637
toe,7.323371
toe,8.45891
toe,8.866063
toe,8.135881
toe,6.02078
toe,3.275339
toe,0.696651
toe,-1.223107
toe,-2.704875
toe,-3.51529
toe,-3.652255
toe,-2.488425
toe,-0.824635
toe,0.796045
toe,2.874023
toe,4.958589
toe,6.565946
toe,7.0207
toe,6.77566
toe,5.857918
toe,4.825216
toe,7.002139
