pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y
1176.670213,900.018717,1312.840426,588.147059,819.223404,446.649733,1013.265957,146.328877,924.755319,908.681818,1215.229242,666.114973
941.776596,957.772727,1214.117021,735.419786,764.755319,406.221925,972.414894,100.125668,1071.138298,917.344920,1093.929603,720.981283
720.500000,957.772727,1057.521277,816.275401,754.542553,377.344920,969.010638,68.360963,1169.861702,894.243316,948.370036,796.061497
536.670213,897.131016,890.712766,879.804813,754.542553,360.018717,979.223404,45.259358,1309.436170,908.681818,813.207581,833.601604
427.734043,807.612299,744.329787,931.783422,764.755319,374.457219,969.010638,39.483957,1408.159574,900.018717,695.373646,836.489305
424.329787,778.735294,700.074468,928.895722,785.180851,380.232620,965.606383,68.360963,1540.925532,813.387701,667.648014,839.377005
461.776596,830.713904,781.776596,928.895722,788.585106,411.997326,975.819149,71.248663,1544.329787,761.409091,712.702166,856.703209
560.500000,917.344920,928.159574,934.671123,798.797872,426.435829,982.627660,97.237968,1500.074468,718.093583,837.467509,868.254011
703.478723,940.446524,1037.095745,928.895722,812.414894,437.986631,1009.861702,120.339572,1431.989362,712.318182,948.370036,859.590909
812.414894,943.334225,1156.244681,926.008021,877.095745,461.088235,1016.670213,134.778075,1282.202128,749.858289,1073.135379,859.590909
945.180851,940.446524,1292.414894,902.906417,965.606383,466.863636,1064.329787,152.104278,1146.031915,787.398396,1197.900722,853.815508
1088.159574,937.558824,1421.776596,891.355615,1047.308511,484.189840,1098.372340,152.104278,911.138298,819.163102,1301.871841,839.377005
1214.117021,937.558824,1510.287234,836.489305,1149.436170,472.639037,1091.563830,123.227273,737.521277,842.264706,1402.377256,807.612299
1329.861702,946.221925,1568.159574,761.409091,1200.500000,420.660428,1108.585106,79.911765,570.712766,816.275401,1464.759928,775.847594
1479.648936,946.221925,1612.414894,674.778075,1217.521277,394.671123,1091.563830,56.810160,512.840426,726.756684,1523.676895,726.756684
1591.989362,882.692513,1615.819149,585.259358,1186.882979,409.109626,1091.563830,39.483957,478.797872,715.205882,1572.196751,660.339572
1646.457447,798.949198,1598.797872,521.729947,1125.606383,452.425134,1084.755319,71.248663,495.819149,770.072193,1554.868231,614.136364
1615.819149,767.184492,1517.095745,487.077540,1071.138298,484.189840,1057.521277,100.125668,597.946809,842.264706,1495.951264,579.483957
1527.308511,784.510695,1435.393617,501.516043,982.627660,507.291444,1043.904255,134.778075,700.074468,902.906417,1416.240072,570.820856
1350.287234,830.713904,1387.734043,533.280749,877.095745,492.852941,1040.500000,146.328877,826.031915,917.344920,1321.365801,600.885233
1146.031915,911.569519,1306.031915,622.799465,812.414894,437.986631,1003.053191,126.114973,931.563830,902.906417,1220.932900,658.670144
931.563830,940.446524,1186.882979,752.745989,771.563830,397.558824,965.606383,97.237968,1088.159574,908.681818,1096.257576,722.233547
706.882979,943.334225,1050.712766,842.264706,761.351064,377.344920,951.989362,59.697861,1176.670213,900.018717,943.876623,785.796950
519.648936,874.029412,870.287234,882.692513,774.968085,365.794118,969.010638,39.483957,1323.053191,897.131016,798.422078,826.246388
420.925532,790.286096,723.904255,911.569519,774.968085,365.794118,948.585106,45.259358,1425.180851,891.355615,677.209957,823.357143
407.308511,778.735294,683.053191,928.895722,781.776596,374.457219,969.010638,51.034759,1520.500000,807.612299,663.357143,826.246388
444.755319,816.275401,771.563830,931.783422,791.989362,388.895722,955.393617,82.799465,1551.138298,758.521390,708.378788,843.581862
550.287234,911.569519,900.925532,923.120321,788.585106,423.548128,955.393617,97.237968,1506.882979,709.430481,815.738095,855.138844
676.244681,937.558824,1030.287234,914.457219,809.010638,446.649733,969.010638,117.451872,1391.138298,709.430481,926.560606,846.471108
812.414894,937.558824,1156.244681,900.018717,863.478723,458.200535,1020.074468,137.665775,1261.776596,755.633690,1047.772727,837.803371
941.776596,937.558824,1275.393617,894.243316,945.180851,478.414439,1057.521277,163.655080,1163.053191,787.398396,1182.837662,837.803371
1060.925532,923.120321,1384.329787,888.467914,1030.287234,492.852941,1064.329787,157.879679,907.734043,819.163102,1283.270563,829.135634
1197.095745,928.895722,1486.457447,833.601604,1122.202128,461.088235,1077.946809,126.114973,737.521277,842.264706,1380.240260,800.243178
1326.457447,934.671123,1547.734043,764.296791,1159.648936,411.997326,1091.563830,88.574866,563.904255,798.949198,1452.967532,765.572231
1462.627660,923.120321,1602.202128,692.104278,1200.500000,394.671123,1091.563830,42.371658,471.989362,715.205882,1504.915584,719.344302
1571.563830,874.029412,1605.606383,596.810160,1159.648936,406.221925,1108.585106,39.483957,461.776596,709.430481,1556.863636,658.670144
1639.648936,790.286096,1591.989362,518.842246,1129.010638,429.323529,1077.946809,68.360963,499.223404,741.195187,1546.474026,612.442215
1612.414894,749.858289,1517.095745,472.639037,1071.138298,481.302139,1067.734043,105.901070,560.500000,845.152406,1497.989177,577.771268
1544.329787,755.633690,1445.606383,478.414439,979.223404,501.516043,1037.095745,126.114973,669.436170,894.243316,1414.872294,563.325040
1394.542553,784.510695,1380.925532,521.729947,856.670213,475.526738,1030.287234,160.767380,788.585106,897.131016,1328.292208,589.328250
1173.265957,885.580214,1316.244681,579.483957,812.414894,440.874332,975.819149,149.216578,911.138298,894.243316,1220.932900,647.113162
955.393617,934.671123,1217.521277,723.868984,778.372340,409.109626,938.372340,105.901070,1067.734043,911.569519,1117.036797,704.898074
761.351064,943.334225,1074.542553,813.387701,734.117021,377.344920,938.372340,62.585561,1152.840426,911.569519,968.119048,777.129213
553.691489,911.569519,921.351064,882.692513,740.925532,365.794118,928.159574,39.483957,1289.010638,894.243316,815.738095,829.135634
417.521277,827.826203,757.946809,920.232620,754.542553,362.906417,941.776596,42.371658,1391.138298,902.906417,691.062771,840.692616
400.500000,784.510695,676.244681,940.446524,747.734043,397.558824,945.180851,65.473262,1496.670213,833.601604,642.577922,843.581862
427.734043,822.050802,737.521277,946.221925,764.755319,414.885027,941.776596,82.799465,1537.521277,758.521390,684.136364,855.138844
533.265957,928.895722,866.882979,931.783422,778.372340,437.986631,951.989362,97.237968,1510.287234,729.644385,791.495671,863.806581
652.414894,946.221925,992.840426,926.008021,778.372340,435.098930,948.585106,117.451872,1384.329787,718.093583,902.318182,860.917335
791.989362,949.109626,1115.393617,931.783422,849.861702,449.537433,989.436170,137.665775,1261.776596,732.532086,1013.140693,860.917335
924.755319,940.446524,1261.776596,911.569519,931.563830,487.077540,1009.861702,143.441176,1142.627660,796.061497,1158.595238,860.917335
1040.500000,946.221925,1387.734043,876.917112,1023.478723,492.852941,1067.734043,157.879679,931.563830,842.264706,1259.028139,843.581862
1176.670213,949.109626,1476.244681,845.152406,1088.159574,463.975936,1077.946809,140.553476,727.308511,859.590909,1355.997835,826.246388
1292.414894,946.221925,1523.904255,801.836898,1166.457447,437.986631,1081.351064,91.462567,584.329787,813.387701,1414.872294,791.575441
1462.627660,943.334225,1571.563830,703.655080,1163.053191,414.885027,1084.755319,65.473262,499.223404,726.756684,1487.599567,736.679775
1537.521277,908.681818,1591.989362,596.810160,1156.244681,406.221925,1084.755319,51.034759,468.585106,718.093583,1536.084416,678.894864
1598.797872,819.163102,1591.989362,550.606952,1111.989362,429.323529,1067.734043,77.024064,492.414894,746.970588,1536.084416,623.999197
1581.776596,790.286096,1503.478723,507.291444,1060.925532,487.077540,1047.308511,108.788770,557.095745,836.489305,1494.525974,589.328250
1510.287234,793.173797,1452.414894,515.954545,979.223404,504.403743,1047.308511,149.216578,683.053191,891.355615,1407.945887,586.439005
1360.500000,848.040107,1384.329787,544.831551,880.500000,495.740642,1030.287234,180.981283,788.585106,888.467914,1317.902597,612.442215
1166.457447,905.794118,1343.478723,680.553476,822.627660,452.425134,996.244681,166.542781,900.925532,891.355615,1203.616883,661.559390
965.606383,946.221925,1207.308511,772.959893,788.585106,417.772727,982.627660,123.227273,1081.351064,897.131016,1099.720779,730.901284
751.138298,951.997326,1057.521277,839.377005,781.776596,383.120321,972.414894,100.125668,1159.648936,905.794118,981.971861,780.018459
570.712766,911.569519,934.968085,888.467914,788.585106,374.457219,982.627660,48.147059,1289.010638,897.131016,836.517316,832.024880
448.159574,822.050802,771.563830,934.671123,785.180851,377.344920,979.223404,53.922460,1394.542553,885.580214,725.694805,843.581862
441.351064,793.173797,679.648936,940.446524,809.010638,377.344920,982.627660,65.473262,1510.287234,819.163102,687.599567,843.581862
468.585106,822.050802,768.159574,943.334225,805.606383,391.783422,975.819149,77.024064,1547.734043,775.847594,732.621212,860.917335
567.308511,902.906417,900.925532,946.221925,809.010638,423.548128,958.797872,100.125668,1523.904255,735.419786,826.127706,866.695827
679.648936,937.558824,1033.691489,926.008021,843.053191,443.762032,1020.074468,123.227273,1435.393617,726.756684,947.339827,866.695827
829.436170,940.446524,1176.670213,940.446524,904.329787,472.639037,1054.117021,140.553476,1295.819149,735.419786,1068.551948,863.806581
938.372340,943.334225,1292.414894,931.783422,975.819149,469.751337,1091.563830,154.991979,1173.265957,775.847594,1193.227273,852.249599
1074.542553,946.221925,1418.372340,900.018717,1067.734043,510.179144,1122.202128,157.879679,992.840426,807.612299,1300.586580,846.471108
1207.308511,940.446524,1517.095745,850.927807,1152.840426,492.852941,1135.819149,146.328877,798.797872,842.264706,1411.409091,823.357143
1326.457447,943.334225,1598.797872,790.286096,1217.521277,446.649733,1132.414894,103.013369,655.819149,816.275401,1473.746753,785.796950
1479.648936,954.885027,1612.414894,697.879679,1244.755319,411.997326,1135.819149,71.248663,533.265957,746.970588,1529.158009,733.790530
1609.010638,894.243316,1649.861702,619.911765,1207.308511,411.997326,1132.414894,59.697861,495.819149,726.756684,1570.716450,681.784109
1656.670213,813.387701,1632.840426,539.056150,1169.861702,440.874332,1108.585106,74.136364,523.053191,764.296791,1594.958874,618.220706
1660.074468,758.521390,1530.712766,492.852941,1105.180851,492.852941,1108.585106,108.788770,601.351064,845.152406,1539.547619,583.549759
1578.372340,758.521390,1483.053191,481.302139,1030.287234,527.505348,1101.776596,149.216578,686.457447,876.917112,1452.967532,566.214286
1462.627660,770.072193,1418.372340,513.066845,904.329787,495.740642,1074.542553,163.655080,826.031915,911.569519,1366.387446,589.328250
1220.925532,885.580214,1360.500000,588.147059,849.861702,443.762032,1050.712766,152.104278,958.797872,926.008021,1265.954545,638.445425
1047.308511,934.671123,1271.989362,694.991979,795.393617,403.334225,1033.691489,134.778075,1115.393617,914.457219,1148.205628,699.119583
809.010638,957.772727,1111.989362,813.387701,774.968085,380.232620,1013.265957,94.350267,1180.074468,914.457219,1006.214286,771.350722
611.563830,931.783422,955.393617,868.254011,781.776596,365.794118,999.648936,68.360963,1326.457447,897.131016,853.833333,829.135634
471.989362,830.713904,785.180851,923.120321,802.202128,383.120321,982.627660,56.810160,1462.627660,902.906417,732.621212,849.360353
427.734043,778.735294,683.053191,937.558824,805.606383,386.008021,982.627660,68.360963,1547.734043,827.826203,677.209957,846.471108
458.372340,824.938503,768.159574,951.997326,798.797872,397.558824,1003.053191,85.687166,1585.180851,738.307487,711.841991,860.917335
536.670213,902.906417,887.308511,946.221925,819.223404,397.558824,1009.861702,105.901070,1557.946809,692.104278,801.885281,872.474318
666.031915,949.109626,1013.265957,940.446524,832.840426,426.435829,1009.861702,105.901070,1472.840426,697.879679,916.170996,863.806581
791.989362,951.997326,1125.606383,931.783422,866.882979,481.302139,1057.521277,140.553476,1363.904255,718.093583,1044.309524,866.695827
921.351064,954.885027,1258.372340,926.008021,941.776596,449.537433,1071.138298,157.879679,1190.287234,778.735294,1162.058442,863.806581
1064.329787,943.334225,1374.117021,905.794118,1033.691489,484.189840,1091.563830,166.542781,1037.095745,830.713904,1283.270563,849.360353
1186.882979,943.334225,1483.053191,853.815508,1115.393617,492.852941,1101.776596,152.104278,805.606383,848.040107,1383.703463,826.246388
1312.840426,951.997326,1527.308511,798.949198,1180.074468,469.751337,1125.606383,108.788770,642.202128,833.601604,1446.041126,803.132424
1442.202128,963.548128,1588.585106,692.104278,1207.308511,420.660428,1111.989362,77.024064,512.840426,744.082888,1504.915584,754.015249
1564.755319,911.569519,1622.627660,611.248663,1186.882979,414.885027,1108.585106,53.922460,489.010638,709.430481,1549.937229,699.119583
1653.265957,830.713904,1612.414894,547.719251,1149.436170,440.874332,1077.946809,82.799465,499.223404,738.307487,1574.179654,635.556180
1677.095745,770.072193,1540.925532,507.291444,1084.755319,472.639037,1057.521277,91.462567,529.861702,830.713904,1529.158009,597.995987
1581.776596,772.959893,1486.457447,487.077540,1030.287234,495.740642,1033.691489,152.104278,659.223404,900.018717,1459.893939,580.660514
1472.840426,761.409091,1404.755319,518.842246,934.968085,510.179144,1037.095745,163.655080,771.563830,914.457219,1362.924242,600.885233
1282.202128,874.029412,1340.074468,585.259358,843.053191,463.975936,1016.670213,169.430481,894.117021,894.243316,1269.417749,647.113162
1016.670213,908.681818,1271.989362,666.114973,802.202128,429.323529,1009.861702,143.441176,1050.712766,928.895722,1151.668831,707.787319
860.074468,963.548128,1139.223404,793.173797,764.755319,400.446524,1003.053191,103.013369,1125.606383,911.569519,1023.530303,765.572231
638.797872,940.446524,1009.861702,859.590909,761.351064,377.344920,979.223404,65.473262,1258.372340,917.344920,895.391775,823.357143
495.819149,879.804813,826.031915,928.895722,781.776596,388.895722,989.436170,53.922460,1380.925532,905.794118,756.863636,849.360353
444.755319,790.286096,710.287234,937.558824,802.202128,386.008021,975.819149,65.473262,1466.031915,897.131016,687.599567,849.360353
458.372340,793.173797,706.882979,949.109626,802.202128,400.446524,986.031915,79.911765,1568.159574,796.061497,691.062771,855.138844
512.840426,879.804813,843.053191,937.558824,795.393617,403.334225,992.840426,97.237968,1544.329787,738.307487,774.179654,863.806581
635.393617,934.671123,969.010638,923.120321,822.627660,426.435829,992.840426,120.339572,1466.031915,706.542781,891.928571,863.806581
757.946809,931.783422,1108.585106,928.895722,853.265957,478.414439,1013.265957,129.002674,1346.882979,723.868984,1009.677489,858.028090
907.734043,934.671123,1210.712766,923.120321,951.989362,469.751337,1043.904255,149.216578,1186.882979,767.184492,1134.352814,860.917335
1037.095745,937.558824,1343.478723,900.018717,1026.882979,530.393048,1077.946809,169.430481,1037.095745,810.500000,1241.712121,852.249599
1146.031915,937.558824,1469.436170,848.040107,1111.989362,498.628342,1098.372340,154.991979,839.648936,827.826203,1349.071429,829.135634
1275.393617,931.783422,1520.500000,816.275401,1169.861702,455.312834,1125.606383,114.564171,676.244681,827.826203,1428.725108,797.353933
1408.159574,943.334225,1571.563830,703.655080,1203.904255,406.221925,1094.968085,77.024064,526.457447,755.633690,1491.062771,756.904494
1544.329787,905.794118,1605.606383,614.136364,1203.904255,406.221925,1094.968085,65.473262,468.585106,712.318182,1539.547619,702.008828
1649.861702,816.275401,1632.840426,553.494652,1169.861702,426.435829,1091.563830,74.136364,471.989362,723.868984,1574.179654,641.334671
1673.691489,758.521390,1578.372340,489.965241,1125.606383,472.639037,1060.925532,97.237968,502.627660,784.510695,1543.010823,589.328250
1632.840426,735.419786,1506.882979,466.863636,1054.117021,504.403743,1057.521277,131.890374,594.542553,856.703209,1484.136364,563.325040
1530.712766,752.745989,1438.797872,481.302139,962.202128,521.729947,1047.308511,166.542781,717.095745,908.681818,1404.482684,574.882022
1333.265957,833.601604,1370.712766,533.280749,866.882979,498.628342,1033.691489,186.756684,829.436170,911.569519,1307.512987,609.552970
1132.414894,923.120321,1302.627660,643.013369,819.223404,455.312834,986.031915,157.879679,958.797872,905.794118,1193.227273,678.894864
921.351064,954.885027,1186.882979,755.633690,771.563830,414.885027,965.606383,123.227273,1067.734043,908.681818,1068.551948,748.236758
700.074468,960.660428,1043.904255,848.040107,754.542553,371.569519,979.223404,82.799465,1186.882979,923.120321,916.170996,803.132424
519.648936,885.580214,894.117021,900.018717,774.968085,362.906417,969.010638,56.810160,1309.436170,917.344920,777.642857,840.692616
427.734043,784.510695,720.500000,917.344920,788.585106,386.008021,965.606383,51.034759,1414.968085,902.906417,673.746753,846.471108
414.117021,775.847594,659.223404,934.671123,785.180851,383.120321,962.202128,65.473262,1534.117021,804.724599,646.041126,840.692616
437.946809,807.612299,740.925532,928.895722,788.585106,409.109626,962.202128,88.574866,1568.159574,735.419786,694.525974,855.138844
543.478723,902.906417,870.287234,928.895722,791.989362,417.772727,975.819149,120.339572,1520.500000,686.328877,788.032468,866.695827
662.627660,937.558824,1003.053191,926.008021,815.819149,432.211230,992.840426,137.665775,1397.946809,694.991979,912.707792,863.806581
791.989362,943.334225,1125.606383,928.895722,863.478723,472.639037,992.840426,137.665775,1292.414894,729.644385,1030.456710,858.028090
928.159574,946.221925,1248.159574,917.344920,948.585106,489.965241,1023.478723,166.542781,1156.244681,764.296791,1151.668831,852.249599
1054.117021,946.221925,1377.521277,882.692513,1040.500000,498.628342,1050.712766,166.542781,887.308511,816.275401,1262.491342,843.581862
1193.691489,937.558824,1466.031915,853.815508,1101.776596,478.414439,1094.968085,114.564171,798.797872,842.264706,1359.461039,817.578652
1316.244681,954.885027,1520.500000,778.735294,1159.648936,437.986631,1088.159574,82.799465,604.755319,796.061497,1414.872294,780.018459
1431.989362,937.558824,1544.329787,671.890374,1193.691489,411.997326,1071.138298,56.810160,475.393617,726.756684,1477.209957,730.901284
1537.521277,891.355615,1588.585106,599.697861,1149.436170,411.997326,1084.755319,39.483957,465.180851,703.655080,1515.305195,678.894864
1598.797872,807.612299,1564.755319,524.617647,1118.797872,432.211230,1077.946809,53.922460,478.797872,729.644385,1522.231602,621.109952
