pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y
734.117021,949.109626,1033.691489,900.018717,826.031915,513.066845,969.010638,129.002674,1268.585106,746.970588,943.998139,855.138844
839.648936,946.221925,1105.180851,905.794118,853.265957,518.842246,992.840426,154.991979,1166.457447,770.072193,1029.059277,849.360353
921.351064,943.334225,1227.734043,879.804813,934.968085,553.494652,1016.670213,143.441176,986.031915,801.836898,1124.327751,846.471108
1033.691489,943.334225,1289.010638,874.029412,999.648936,544.831551,1033.691489,140.553476,853.265957,853.815508,1226.401116,826.246388
1139.223404,943.334225,1377.521277,816.275401,1054.117021,530.393048,1037.095745,117.451872,703.478723,850.927807,1277.437799,817.578652
1244.755319,937.558824,1411.563830,772.959893,1077.946809,501.516043,1006.457447,105.901070,587.734043,830.713904,1338.681818,788.686196
1350.287234,943.334225,1466.031915,703.655080,1088.159574,487.077540,1006.457447,126.114973,536.670213,804.724599,1379.511164,754.015249
1418.372340,911.569519,1462.627660,634.350267,1077.946809,501.516043,1003.053191,143.441176,536.670213,807.612299,1396.523392,719.344302
1459.223404,827.826203,1408.159574,605.473262,1043.904255,544.831551,986.031915,129.002674,594.542553,882.692513,1376.108719,681.784109
1397.946809,842.264706,1374.117021,593.922460,992.840426,573.708556,992.840426,129.002674,703.478723,888.467914,1331.876927,655.780899
1295.819149,862.478610,1326.457447,614.136364,880.500000,567.933155,992.840426,149.216578,785.180851,891.355615,1260.425572,655.780899
1142.627660,914.457219,1268.585106,660.339572,819.223404,544.831551,999.648936,152.104278,880.500000,894.243316,1171.961988,687.562600
951.989362,946.221925,1183.478723,770.072193,761.351064,495.740642,979.223404,157.879679,982.627660,911.569519,1080.095960,748.236758
771.563830,963.548128,1081.351064,810.500000,747.734043,461.088235,986.031915,134.778075,1067.734043,882.692513,940.595694,803.132424
625.180851,951.997326,938.372340,865.366310,747.734043,463.975936,965.606383,117.451872,1173.265957,885.580214,824.912547,832.024880
502.627660,914.457219,785.180851,911.569519,751.138298,437.986631,972.414894,79.911765,1254.968085,885.580214,729.644072,855.138844
495.819149,885.580214,754.542553,897.131016,771.563830,463.975936,969.010638,108.788770,1357.095745,848.040107,692.217172,852.249599
506.031915,908.681818,791.989362,914.457219,771.563830,475.526738,955.393617,117.451872,1363.904255,807.612299,719.436736,855.138844
594.542553,920.232620,897.521277,917.344920,791.989362,489.965241,962.202128,131.890374,1367.308511,767.184492,814.705210,849.360353
